scenario_name,densities,avg_density,min_density,max_density,normalized_density
230970eb-dc2e-3133-b252-ff3c6f5d4284,"ring_front_center_315967924050356920.jpg:0.045454545454545456, ring_front_center_315967915725355016.jpg:0.045454545454545456, ring_front_center_315967919055354632.jpg:0.045454545454545456, ring_front_center_315967925715355768.jpg:0.045454545454545456, ring_front_center_315967927380356952.jpg:0.045454545454545456, ring_front_center_315967920720359888.jpg:0.045454545454545456, ring_front_center_315967914060355784.jpg:0.043478260869565216, ring_front_center_315967917390357856.jpg:0.045454545454545456, ring_front_center_315967922385354584.jpg:0.045454545454545456, ring_front_center_315967929045354824.jpg:0.047619047619047616",0.04547336721249766,0.043478260869565216,0.047619047619047616,"{'ring_front_center_315967924050356920.jpg': 0.477272727272728, 'ring_front_center_315967915725355016.jpg': 0.477272727272728, 'ring_front_center_315967919055354632.jpg': 0.477272727272728, 'ring_front_center_315967925715355768.jpg': 0.477272727272728, 'ring_front_center_315967927380356952.jpg': 0.477272727272728, 'ring_front_center_315967920720359888.jpg': 0.477272727272728, 'ring_front_center_315967914060355784.jpg': 0.0, 'ring_front_center_315967917390357856.jpg': 0.477272727272728, 'ring_front_center_315967922385354584.jpg': 0.477272727272728, 'ring_front_center_315967929045354824.jpg': 1.0}"
25952736-2595-2595-2595-225953853440,"ring_front_center_315966404960161080.jpg:0.041666666666666664, ring_front_center_315966401630159952.jpg:0.041666666666666664, ring_front_center_315966403295154152.jpg:0.041666666666666664, ring_front_center_315966391640150776.jpg:0.041666666666666664, ring_front_center_315966398300156320.jpg:0.041666666666666664, ring_front_center_315966406292153400.jpg:0.043478260869565216, ring_front_center_315966396635158424.jpg:0.045454545454545456, ring_front_center_315966393305163560.jpg:0.047619047619047616, ring_front_center_315966394970153880.jpg:0.045454545454545456, ring_front_center_315966399965157880.jpg:0.047619047619047616",0.04379587803500847,0.041666666666666664,0.047619047619047616,"{'ring_front_center_315966404960161080.jpg': 0.0, 'ring_front_center_315966401630159952.jpg': 0.0, 'ring_front_center_315966403295154152.jpg': 0.0, 'ring_front_center_315966391640150776.jpg': 0.0, 'ring_front_center_315966398300156320.jpg': 0.0, 'ring_front_center_315966406292153400.jpg': 0.3043478260869567, 'ring_front_center_315966396635158424.jpg': 0.636363636363637, 'ring_front_center_315966393305163560.jpg': 1.0, 'ring_front_center_315966394970153880.jpg': 0.636363636363637, 'ring_front_center_315966399965157880.jpg': 1.0}"
26d141ec-f952-3908-b4cc-ae359377424e,"ring_front_center_315970957141801216.jpg:0.03571428571428571, ring_front_center_315970955476805656.jpg:0.03571428571428571, ring_front_center_315970943821802616.jpg:0.037037037037037035, ring_front_center_315970945486804024.jpg:0.038461538461538464, ring_front_center_315970942156805400.jpg:0.041666666666666664, ring_front_center_315970950481803368.jpg:0.037037037037037035, ring_front_center_315970947151802768.jpg:0.037037037037037035, ring_front_center_315970953811801456.jpg:0.034482758620689655, ring_front_center_315970948816803400.jpg:0.04, ring_front_center_315970952146804584.jpg:0.03333333333333333",0.03704839796219106,0.03333333333333333,0.041666666666666664,"{'ring_front_center_315970957141801216.jpg': 0.2857142857142856, 'ring_front_center_315970955476805656.jpg': 0.2857142857142856, 'ring_front_center_315970943821802616.jpg': 0.44444444444444436, 'ring_front_center_315970945486804024.jpg': 0.6153846153846159, 'ring_front_center_315970942156805400.jpg': 1.0, 'ring_front_center_315970950481803368.jpg': 0.44444444444444436, 'ring_front_center_315970947151802768.jpg': 0.44444444444444436, 'ring_front_center_315970953811801456.jpg': 0.13793103448275865, 'ring_front_center_315970948816803400.jpg': 0.8000000000000004, 'ring_front_center_315970952146804584.jpg': 0.0}"
273c1883-673a-36bf-b124-88311b1a80be,"ring_front_center_315975645043931616.jpg:0.04, ring_front_center_315975646708932336.jpg:0.038461538461538464, ring_front_center_315975654601034080.jpg:0.041666666666666664, ring_front_center_315975641713932312.jpg:0.04, ring_front_center_315975648373932904.jpg:0.04, ring_front_center_315975653368932624.jpg:0.041666666666666664, ring_front_center_315975651703931464.jpg:0.041666666666666664, ring_front_center_315975650038934128.jpg:0.041666666666666664, ring_front_center_315975643378934016.jpg:0.041666666666666664, ring_front_center_315975640048936224.jpg:0.043478260869565216",0.04102731326644371,0.038461538461538464,0.043478260869565216,"{'ring_front_center_315975645043931616.jpg': 0.3066666666666666, 'ring_front_center_315975646708932336.jpg': 0.0, 'ring_front_center_315975654601034080.jpg': 0.6388888888888884, 'ring_front_center_315975641713932312.jpg': 0.3066666666666666, 'ring_front_center_315975648373932904.jpg': 0.3066666666666666, 'ring_front_center_315975653368932624.jpg': 0.6388888888888884, 'ring_front_center_315975651703931464.jpg': 0.6388888888888884, 'ring_front_center_315975650038934128.jpg': 0.6388888888888884, 'ring_front_center_315975643378934016.jpg': 0.6388888888888884, 'ring_front_center_315975640048936224.jpg': 1.0}"
29789600-2979-2979-2979-429790834688,"ring_front_center_315969677374115104.jpg:0.043478260869565216, ring_front_center_315969659059119208.jpg:0.04, ring_front_center_315969664054109504.jpg:0.038461538461538464, ring_front_center_315969674044115960.jpg:0.041666666666666664, ring_front_center_315969670714114752.jpg:0.041666666666666664, ring_front_center_315969669049110984.jpg:0.041666666666666664, ring_front_center_315969672379108976.jpg:0.04, ring_front_center_315969680704113912.jpg:0.043478260869565216, ring_front_center_315969665719113008.jpg:0.04, ring_front_center_315969667384112144.jpg:0.04, ring_front_center_315969679039110104.jpg:0.043478260869565216, ring_front_center_315969675709108344.jpg:0.038461538461538464, ring_front_center_315969660724107096.jpg:0.038461538461538464, ring_front_center_315969662389116256.jpg:0.04",0.040772814142379356,0.038461538461538464,0.043478260869565216,"{'ring_front_center_315969677374115104.jpg': 1.0, 'ring_front_center_315969659059119208.jpg': 0.3066666666666666, 'ring_front_center_315969664054109504.jpg': 0.0, 'ring_front_center_315969674044115960.jpg': 0.6388888888888884, 'ring_front_center_315969670714114752.jpg': 0.6388888888888884, 'ring_front_center_315969669049110984.jpg': 0.6388888888888884, 'ring_front_center_315969672379108976.jpg': 0.3066666666666666, 'ring_front_center_315969680704113912.jpg': 1.0, 'ring_front_center_315969665719113008.jpg': 0.3066666666666666, 'ring_front_center_315969667384112144.jpg': 0.3066666666666666, 'ring_front_center_315969679039110104.jpg': 1.0, 'ring_front_center_315969675709108344.jpg': 0.0, 'ring_front_center_315969660724107096.jpg': 0.0, 'ring_front_center_315969662389116256.jpg': 0.3066666666666666}"
2bc6a872-9979-3493-82eb-fb55407473c9,"ring_front_center_315975243733422600.jpg:0.041666666666666664, ring_front_center_315975255388423576.jpg:0.041666666666666664, ring_front_center_315975245398424128.jpg:0.041666666666666664, ring_front_center_315975252058424320.jpg:0.041666666666666664, ring_front_center_315975242068423232.jpg:0.041666666666666664, ring_front_center_315975248728423392.jpg:0.041666666666666664, ring_front_center_315975250393423496.jpg:0.043478260869565216, ring_front_center_315975253723424536.jpg:0.043478260869565216, ring_front_center_315975247063423528.jpg:0.043478260869565216, ring_front_center_315975257619522336.jpg:0.045454545454545456, ring_front_center_315975257053422376.jpg:0.043478260869565216",0.042669780812073295,0.041666666666666664,0.045454545454545456,"{'ring_front_center_315975243733422600.jpg': 0.0, 'ring_front_center_315975255388423576.jpg': 0.0, 'ring_front_center_315975245398424128.jpg': 0.0, 'ring_front_center_315975252058424320.jpg': 0.0, 'ring_front_center_315975242068423232.jpg': 0.0, 'ring_front_center_315975248728423392.jpg': 0.0, 'ring_front_center_315975250393423496.jpg': 0.47826086956521724, 'ring_front_center_315975253723424536.jpg': 0.47826086956521724, 'ring_front_center_315975247063423528.jpg': 0.47826086956521724, 'ring_front_center_315975257619522336.jpg': 1.0, 'ring_front_center_315975257053422376.jpg': 0.47826086956521724}"
2c07fcda-6671-3ac0-ac23-4a232e0e031e,"ring_front_center_315976041052648552.jpg:0.047619047619047616, ring_front_center_315976042717646104.jpg:0.045454545454545456, ring_front_center_315976044382648792.jpg:0.047619047619047616, ring_front_center_315976047712650064.jpg:0.047619047619047616, ring_front_center_315976037722644776.jpg:0.047619047619047616, ring_front_center_315976039387648376.jpg:0.047619047619047616, ring_front_center_315976046047643808.jpg:0.047619047619047616, ring_front_center_315976036057651864.jpg:0.043478260869565216, ring_front_center_315976049377645744.jpg:0.047619047619047616, ring_front_center_315976051042648608.jpg:0.047619047619047616",0.04698851872764916,0.043478260869565216,0.047619047619047616,"{'ring_front_center_315976041052648552.jpg': 1.0, 'ring_front_center_315976042717646104.jpg': 0.477272727272728, 'ring_front_center_315976044382648792.jpg': 1.0, 'ring_front_center_315976047712650064.jpg': 1.0, 'ring_front_center_315976037722644776.jpg': 1.0, 'ring_front_center_315976039387648376.jpg': 1.0, 'ring_front_center_315976046047643808.jpg': 1.0, 'ring_front_center_315976036057651864.jpg': 0.0, 'ring_front_center_315976049377645744.jpg': 1.0, 'ring_front_center_315976051042648608.jpg': 1.0}"
3138907e-1f8a-362f-8f3d-773f795a0d01,"ring_front_center_315968313722686312.jpg:0.041666666666666664, ring_front_center_315968312057675496.jpg:0.043478260869565216, ring_front_center_315968315387678688.jpg:0.041666666666666664, ring_front_center_315968317052682424.jpg:0.043478260869565216, ring_front_center_315968322047681944.jpg:0.041666666666666664, ring_front_center_315968323712680064.jpg:0.038461538461538464, ring_front_center_315968327608780160.jpg:0.043478260869565216, ring_front_center_315968320382681288.jpg:0.041666666666666664, ring_front_center_315968318717680728.jpg:0.043478260869565216, ring_front_center_315968327042678272.jpg:0.043478260869565216, ring_front_center_315968325377684392.jpg:0.043478260869565216",0.042363433667781496,0.038461538461538464,0.043478260869565216,"{'ring_front_center_315968313722686312.jpg': 0.6388888888888884, 'ring_front_center_315968312057675496.jpg': 1.0, 'ring_front_center_315968315387678688.jpg': 0.6388888888888884, 'ring_front_center_315968317052682424.jpg': 1.0, 'ring_front_center_315968322047681944.jpg': 0.6388888888888884, 'ring_front_center_315968323712680064.jpg': 0.0, 'ring_front_center_315968327608780160.jpg': 1.0, 'ring_front_center_315968320382681288.jpg': 0.6388888888888884, 'ring_front_center_315968318717680728.jpg': 1.0, 'ring_front_center_315968327042678272.jpg': 1.0, 'ring_front_center_315968325377684392.jpg': 1.0}"
38b2c7ef-069b-3d9d-bbeb-8847b8c89fb6,"ring_front_center_315967949886162576.jpg:0.045454545454545456, ring_front_center_315967943226147256.jpg:0.043478260869565216, ring_front_center_315967936566095736.jpg:0.04, ring_front_center_315967944891160304.jpg:0.041666666666666664, ring_front_center_315967931571142272.jpg:0.041666666666666664, ring_front_center_315967924911313832.jpg:0.047619047619047616, ring_front_center_315967934901111568.jpg:0.045454545454545456, ring_front_center_315967928241334624.jpg:0.047619047619047616, ring_front_center_315967939896064472.jpg:0.04, ring_front_center_315967946556165392.jpg:0.04, ring_front_center_315967933236127480.jpg:0.043478260869565216, ring_front_center_315967938231079824.jpg:0.041666666666666664, ring_front_center_315967929906155624.jpg:0.043478260869565216, ring_front_center_315967926576323816.jpg:0.045454545454545456, ring_front_center_315967948221163120.jpg:0.047619047619047616, ring_front_center_315967951551161776.jpg:0.043478260869565216, ring_front_center_315967923246304200.jpg:0.043478260869565216, ring_front_center_315967941561047920.jpg:0.043478260869565216",0.043616130246565014,0.04,0.047619047619047616,"{'ring_front_center_315967949886162576.jpg': 0.7159090909090913, 'ring_front_center_315967943226147256.jpg': 0.4565217391304347, 'ring_front_center_315967936566095736.jpg': 0.0, 'ring_front_center_315967944891160304.jpg': 0.2187499999999997, 'ring_front_center_315967931571142272.jpg': 0.2187499999999997, 'ring_front_center_315967924911313832.jpg': 1.0, 'ring_front_center_315967934901111568.jpg': 0.7159090909090913, 'ring_front_center_315967928241334624.jpg': 1.0, 'ring_front_center_315967939896064472.jpg': 0.0, 'ring_front_center_315967946556165392.jpg': 0.0, 'ring_front_center_315967933236127480.jpg': 0.4565217391304347, 'ring_front_center_315967938231079824.jpg': 0.2187499999999997, 'ring_front_center_315967929906155624.jpg': 0.4565217391304347, 'ring_front_center_315967926576323816.jpg': 0.7159090909090913, 'ring_front_center_315967948221163120.jpg': 1.0, 'ring_front_center_315967951551161776.jpg': 0.4565217391304347, 'ring_front_center_315967923246304200.jpg': 0.4565217391304347, 'ring_front_center_315967941561047920.jpg': 0.4565217391304347}"
3d20ae25-5b29-320d-8bae-f03e9dc177b9,"ring_front_center_315975034694562048.jpg:0.047619047619047616, ring_front_center_315975038024565312.jpg:0.05, ring_front_center_315975029699568432.jpg:0.047619047619047616, ring_front_center_315975024704562688.jpg:0.045454545454545456, ring_front_center_315975023039564872.jpg:0.047619047619047616, ring_front_center_315975026369565496.jpg:0.047619047619047616, ring_front_center_315975028034560896.jpg:0.047619047619047616, ring_front_center_315975033029567072.jpg:0.05, ring_front_center_315975031364559488.jpg:0.05, ring_front_center_315975036359564976.jpg:0.05",0.04835497835497835,0.045454545454545456,0.05,"{'ring_front_center_315975034694562048.jpg': 0.47619047619047516, 'ring_front_center_315975038024565312.jpg': 1.0, 'ring_front_center_315975029699568432.jpg': 0.47619047619047516, 'ring_front_center_315975024704562688.jpg': 0.0, 'ring_front_center_315975023039564872.jpg': 0.47619047619047516, 'ring_front_center_315975026369565496.jpg': 0.47619047619047516, 'ring_front_center_315975028034560896.jpg': 0.47619047619047516, 'ring_front_center_315975033029567072.jpg': 1.0, 'ring_front_center_315975031364559488.jpg': 1.0, 'ring_front_center_315975036359564976.jpg': 1.0}"
